word,isPositive,isNegative
inefficacy,0,1
inefficiency,0,1
inefficient,0,1
inefficiently,0,1
inelegance,0,1
inelegant,0,1
ineligible,0,1
ineloquent,0,1
ineloquently,0,1
inept,0,1
ineptitude,0,1
ineptly,0,1
inequalities,0,1
inequality,0,1
inequitable,0,1
inequitably,0,1
inequities,0,1
inescapable,0,1
inescapably,0,1
inessential,0,1
inestimable,1,0
inestimably,1,0
inevitable,0,1
inevitably,0,1
inexcusable,0,1
inexcusably,0,1
inexorable,0,1
inexorably,0,1
inexpensive,1,0
inexperience,0,1
inexperienced,0,1
inexpert,0,1
inexpertly,0,1
inexpiable,0,1
inexplainable,0,1
inextricable,0,1
inextricably,0,1
infallibility,1,0
infallible,1,0
infallibly,1,0
infamous,0,1
infamously,0,1
infamy,0,1
infected,0,1
infection,0,1
infections,0,1
inferior,0,1
inferiority,0,1
infernal,0,1
infest,0,1
infested,0,1
infidel,0,1
infidels,0,1
infiltrator,0,1
infiltrators,0,1
infirm,0,1
inflame,0,1
inflammation,0,1
inflammatory,0,1
inflammed,0,1
inflated,0,1
inflationary,0,1
inflexible,0,1
inflict,0,1
influential,1,0
infraction,0,1
infringe,0,1
infringement,0,1
infringements,0,1
infuriate,0,1
infuriated,0,1
infuriating,0,1
infuriatingly,0,1
ingenious,1,0
ingeniously,1,0
ingenuity,1,0
ingenuous,1,0
ingenuously,1,0
inglorious,0,1
ingrate,0,1
ingratitude,0,1
inhibit,0,1
inhibition,0,1
inhospitable,0,1
inhospitality,0,1
inhuman,0,1
inhumane,0,1
inhumanity,0,1
inimical,0,1
inimically,0,1
iniquitous,0,1
iniquity,0,1
injudicious,0,1
injure,0,1
injurious,0,1
injury,0,1
injustice,0,1
injustices,0,1
innocuous,1,0
innovation,1,0
innovative,1,0
innuendo,0,1
inoperable,0,1
inopportune,0,1
inordinate,0,1
inordinately,0,1
inpressed,1,0
insane,0,1
insanely,0,1
insanity,0,1
insatiable,0,1
insecure,0,1
insecurity,0,1
insensible,0,1
insensitive,0,1
insensitively,0,1
insensitivity,0,1
insidious,0,1
insidiously,0,1
insightful,1,0
insightfully,1,0
insignificance,0,1
insignificant,0,1
insignificantly,0,1
insincere,0,1
insincerely,0,1
insincerity,0,1
insinuate,0,1
insinuating,0,1
insinuation,0,1
insociable,0,1
insolence,0,1
insolent,0,1
insolently,0,1
insolvent,0,1
insouciance,0,1
inspiration,1,0
inspirational,1,0
inspire,1,0
inspiring,1,0
instability,0,1
instable,0,1
instantly,1,0
instigate,0,1
instigator,0,1
instigators,0,1
instructive,1,0
instrumental,1,0
insubordinate,0,1
insubstantial,0,1
insubstantially,0,1
insufferable,0,1
insufferably,0,1
insufficiency,0,1
insufficient,0,1
insufficiently,0,1
insular,0,1
insult,0,1
insulted,0,1
insulting,0,1
insultingly,0,1
insults,0,1
insupportable,0,1
insupportably,0,1
insurmountable,0,1
insurmountably,0,1
insurrection,0,1
intefere,0,1
inteferes,0,1
integral,1,0
integrated,1,0
intelligence,1,0
intelligent,1,0
intelligible,1,0
intense,0,1
interesting,1,0
interests,1,0
interfere,0,1
interference,0,1
interferes,0,1
intermittent,0,1
interrupt,0,1
interruption,0,1
interruptions,0,1
intimacy,1,0
intimate,1,0
intimidate,0,1
intimidating,0,1
intimidatingly,0,1
intimidation,0,1
intolerable,0,1
intolerablely,0,1
intolerance,0,1
intoxicate,0,1
intractable,0,1
intransigence,0,1
intransigent,0,1
intricate,1,0
intrigue,1,0
intriguing,1,0
intriguingly,1,0
intrude,0,1
intrusion,0,1
intrusive,0,1
intuitive,1,0
inundate,0,1
inundated,0,1
invader,0,1
invalid,0,1
invalidate,0,1
invalidity,0,1
invaluable,1,0
invaluablely,1,0
invasive,0,1
invective,0,1
inveigle,0,1
inventive,1,0
invidious,0,1
invidiously,0,1
invidiousness,0,1
invigorate,1,0
invigorating,1,0
invincibility,1,0
invincible,1,0
inviolable,1,0
inviolate,1,0
invisible,0,1
involuntarily,0,1
involuntary,0,1
invulnerable,1,0
irascible,0,1
irate,0,1
irately,0,1
ire,0,1
irk,0,1
irked,0,1
irking,0,1
irks,0,1
irksome,0,1
irksomely,0,1
irksomeness,0,1
irksomenesses,0,1
ironic,0,1
ironical,0,1
ironically,0,1
ironies,0,1
irony,0,1
irragularity,0,1
irrational,0,1
irrationalities,0,1
irrationality,0,1
irrationally,0,1
irrationals,0,1
irreconcilable,0,1
irrecoverable,0,1
irrecoverableness,0,1
irrecoverablenesses,0,1
irrecoverably,0,1
irredeemable,0,1
irredeemably,0,1
irreformable,0,1
irregular,0,1
irregularity,0,1
irrelevance,0,1
irrelevant,0,1
irreparable,0,1
irreplaceable,1,0
irreplacible,0,1
irrepressible,0,1
irreproachable,1,0
irresistible,1,0
irresistibly,1,0
irresolute,0,1
irresolvable,0,1
irresponsible,0,1
irresponsibly,0,1
irretating,0,1
irretrievable,0,1
irreversible,0,1
irritable,0,1
irritably,0,1
irritant,0,1
irritate,0,1
irritated,0,1
irritating,0,1
irritation,0,1
irritations,0,1
isolate,0,1
isolated,0,1
isolation,0,1
issue,0,1
issue-free,1,0
issues,0,1
itch,0,1
itching,0,1
itchy,0,1
jabber,0,1
jaded,0,1
jagged,0,1
jam,0,1
jarring,0,1
jaundiced,0,1
jaw-droping,1,0
jaw-dropping,1,0
jealous,0,1
jealously,0,1
jealousness,0,1
jealousy,0,1
jeer,0,1
jeering,0,1
jeeringly,0,1
jeers,0,1
jeopardize,0,1
jeopardy,0,1
jerk,0,1
jerky,0,1
jitter,0,1
jitters,0,1
jittery,0,1
job-killing,0,1
jobless,0,1
joke,0,1
joker,0,1
jollify,1,0
jolly,1,0
jolt,0,1
jovial,1,0
joy,1,0
joyful,1,0
joyfully,1,0
joyous,1,0
joyously,1,0
jubilant,1,0
jubilantly,1,0
jubilate,1,0
jubilation,1,0
jubiliant,1,0
judder,0,1
juddering,0,1
judders,0,1
judicious,1,0
jumpy,0,1
junk,0,1
junky,0,1
junkyard,0,1
justly,1,0
jutter,0,1
jutters,0,1
kaput,0,1
keen,1,0
keenly,1,0
keenness,1,0
kid-friendly,1,0
kill,0,1
killed,0,1
killer,0,1
killing,0,1
killjoy,0,1
kills,0,1
kindliness,1,0
kindly,1,0
kindness,1,0
knave,0,1
knife,0,1
knock,0,1
knotted,0,1
knowledgeable,1,0
kook,0,1
kooky,0,1
kudos,1,0
lack,0,1
lackadaisical,0,1
lacked,0,1
lackey,0,1
lackeys,0,1
lacking,0,1
lackluster,0,1
lacks,0,1
laconic,0,1
lag,0,1
lagged,0,1
lagging,0,1
laggy,0,1
lags,0,1
laid-off,0,1
lambast,0,1
lambaste,0,1
lame,0,1
lame-duck,0,1
lament,0,1
lamentable,0,1
lamentably,0,1
languid,0,1
languish,0,1
languor,0,1
languorous,0,1
languorously,0,1
lanky,0,1
lapse,0,1
lapsed,0,1
lapses,0,1
large-capacity,1,0
lascivious,0,1
last-ditch,0,1
latency,0,1
laud,1,0
laudable,1,0
laudably,1,0
laughable,0,1
laughably,0,1
laughingstock,0,1
lavish,1,0
lavishly,1,0
law-abiding,1,0
lawbreaker,0,1
lawbreaking,0,1
lawful,1,0
lawfully,1,0
lawless,0,1
lawlessness,0,1
layoff,0,1
layoff-happy,0,1
lazy,0,1
lead,1,0
leading,1,0
leads,1,0
leak,0,1
leakage,0,1
leakages,0,1
leaking,0,1
leaks,0,1
leaky,0,1
lean,1,0
lech,0,1
lecher,0,1
lecherous,0,1
lechery,0,1
led,1,0
leech,0,1
leer,0,1
leery,0,1
left-leaning,0,1
legendary,1,0
lemon,0,1
lengthy,0,1
less-developed,0,1
lesser-known,0,1
letch,0,1
lethal,0,1
lethargic,0,1
lethargy,0,1
leverage,1,0
levity,1,0
lewd,0,1
lewdly,0,1
lewdness,0,1
liability,0,1
liable,0,1
liar,0,1
liars,0,1
liberate,1,0
liberation,1,0
liberty,1,0
licentious,0,1
licentiously,0,1
licentiousness,0,1
lie,0,1
lied,0,1
lier,0,1
lies,0,1
lifeless,0,1
lifesaver,1,0
life-threatening,0,1
lighter,1,0
light-hearted,1,0
likable,1,0
like,1,0
liked,1,0
likes,1,0
liking,1,0
limit,0,1
limitation,0,1
limitations,0,1
limited,0,1
limits,0,1
limp,0,1
lionhearted,1,0
listless,0,1
litigious,0,1
little-known,0,1
lively,1,0
livid,0,1
lividly,0,1
loath,0,1
loathe,0,1
loathing,0,1
loathly,0,1
loathsome,0,1
loathsomely,0,1
logical,1,0
lone,0,1
loneliness,0,1
lonely,0,1
loner,0,1
lonesome,0,1
longing,0,1
longingly,0,1
long-lasting,1,0
long-time,0,1
long-winded,0,1
loophole,0,1
loopholes,0,1
loose,0,1
loot,0,1
lorn,0,1
lose,0,1
loser,0,1
losers,0,1
loses,0,1
losing,0,1
loss,0,1
losses,0,1
lost,0,1
loud,0,1
louder,0,1
lousy,0,1
lovable,1,0
lovably,1,0
love,1,0
loved,1,0
loveless,0,1
loveliness,1,0
lovelorn,0,1
lovely,1,0
lover,1,0
loves,1,0
loving,1,0
low-cost,1,0
lower-priced,1,0
lowly,0,1
low-price,1,0
low-priced,1,0
low-rated,0,1
low-risk,1,0
loyal,1,0
loyalty,1,0
lucid,1,0
lucidly,1,0
luck,1,0
luckier,1,0
luckiest,1,0
luckiness,1,0
lucky,1,0
lucrative,1,0
ludicrous,0,1
ludicrously,0,1
lugubrious,0,1
lukewarm,0,1
lull,0,1
luminous,1,0
lumpy,0,1
lunatic,0,1
lunaticism,0,1
lurch,0,1
lure,0,1
lurid,0,1
lurk,0,1
lurking,0,1
lush,1,0
luster,1,0
lustrous,1,0
luxuriant,1,0
luxuriate,1,0
luxurious,1,0
luxuriously,1,0
luxury,1,0
lying,0,1
lyrical,1,0
macabre,0,1
mad,0,1
madden,0,1
maddening,0,1
maddeningly,0,1
madder,0,1
madly,0,1
madman,0,1
madness,0,1
magic,1,0
magical,1,0
magnanimous,1,0
magnanimously,1,0
magnificence,1,0
magnificent,1,0
magnificently,1,0
majestic,1,0
majesty,1,0
maladjusted,0,1
maladjustment,0,1
malady,0,1
malaise,0,1
malcontent,0,1
malcontented,0,1
maledict,0,1
malevolence,0,1
malevolent,0,1
malevolently,0,1
malice,0,1
malicious,0,1
maliciously,0,1
maliciousness,0,1
malign,0,1
malignant,0,1
malodorous,0,1
maltreatment,0,1
manageable,1,0
maneuverable,1,0
mangle,0,1
mangled,0,1
mangles,0,1
mangling,0,1
mania,0,1
maniac,0,1
maniacal,0,1
manic,0,1
manipulate,0,1
manipulation,0,1
manipulative,0,1
manipulators,0,1
mar,0,1
marginal,0,1
marginally,0,1
martyrdom,0,1
martyrdom-seeking,0,1
marvel,1,0
marveled,1,0
marvelled,1,0
marvellous,1,0
marvelous,1,0
marvelously,1,0
marvelousness,1,0
marvels,1,0
mashed,0,1
massacre,0,1
massacres,0,1
master,1,0
masterful,1,0
masterfully,1,0
masterpiece,1,0
masterpieces,1,0
masters,1,0
mastery,1,0
matchless,1,0
matte,0,1
mature,1,0
maturely,1,0
maturity,1,0
mawkish,0,1
mawkishly,0,1
mawkishness,0,1
meager,0,1
meaningful,1,0
meaningless,0,1
meanness,0,1
measly,0,1
meddle,0,1
meddlesome,0,1
mediocre,0,1
mediocrity,0,1
melancholy,0,1
melodramatic,0,1
melodramatically,0,1
meltdown,0,1
memorable,1,0
menace,0,1
menacing,0,1
menacingly,0,1
mendacious,0,1
mendacity,0,1
menial,0,1
merciful,1,0
mercifully,1,0
merciless,0,1
mercilessly,0,1
mercy,1,0
merit,1,0
meritorious,1,0
merrily,1,0
merriment,1,0
merriness,1,0
merry,1,0
mesmerize,1,0
mesmerized,1,0
mesmerizes,1,0
mesmerizing,1,0
mesmerizingly,1,0
mess,0,1
messed,0,1
messes,0,1
messing,0,1
messy,0,1
meticulous,1,0
meticulously,1,0
midget,0,1
miff,0,1
mightily,1,0
mighty,1,0
militancy,0,1
mind-blowing,1,0
mindless,0,1
mindlessly,0,1
miracle,1,0
miracles,1,0
miraculous,1,0
miraculously,1,0
miraculousness,1,0
mirage,0,1
mire,0,1
misalign,0,1
misaligned,0,1
misaligns,0,1
misapprehend,0,1
misbecome,0,1
misbecoming,0,1
misbegotten,0,1
misbehave,0,1
misbehavior,0,1
miscalculate,0,1
miscalculation,0,1
miscellaneous,0,1
mischief,0,1
mischievous,0,1
mischievously,0,1
misconception,0,1
misconceptions,0,1
miscreant,0,1
miscreants,0,1
misdirection,0,1
miser,0,1
miserable,0,1
miserableness,0,1
miserably,0,1
miseries,0,1
miserly,0,1
misery,0,1
misfit,0,1
misfortune,0,1
misgiving,0,1
misgivings,0,1
misguidance,0,1
misguide,0,1
misguided,0,1
mishandle,0,1
mishap,0,1
misinform,0,1
misinformed,0,1
misinterpret,0,1
misjudge,0,1
misjudgment,0,1
mislead,0,1
misleading,0,1
misleadingly,0,1
mislike,0,1
mismanage,0,1
mispronounce,0,1
mispronounced,0,1
mispronounces,0,1
misread,0,1
misreading,0,1
misrepresent,0,1
misrepresentation,0,1
miss,0,1
missed,0,1
misses,0,1
misstatement,0,1
mist,0,1
mistake,0,1
mistaken,0,1
mistakenly,0,1
mistakes,0,1
mistified,0,1
mistress,0,1
mistrust,0,1
mistrustful,0,1
mistrustfully,0,1
mists,0,1
misunderstand,0,1
misunderstanding,0,1
misunderstandings,0,1
misunderstood,0,1
misuse,0,1
moan,0,1
mobster,0,1
mock,0,1
mocked,0,1
mockeries,0,1
mockery,0,1
mocking,0,1
mockingly,0,1
mocks,0,1
modern,1,0
modest,1,0
modesty,1,0
molest,0,1
molestation,0,1
momentous,1,0
monotonous,0,1
monotony,0,1
monster,0,1
monstrosities,0,1
monstrosity,0,1
monstrous,0,1
monstrously,0,1
monumental,1,0
monumentally,1,0
moody,0,1
moot,0,1
mope,0,1
morality,1,0
morbid,0,1
morbidly,0,1
mordant,0,1
mordantly,0,1
moribund,0,1
moron,0,1
moronic,0,1
morons,0,1
mortification,0,1
mortified,0,1
mortify,0,1
mortifying,0,1
motionless,0,1
motivated,1,0
motley,0,1
mourn,0,1
mourner,0,1
mournful,0,1
mournfully,0,1
muddle,0,1
muddy,0,1
mudslinger,0,1
mudslinging,0,1
mulish,0,1
multi-polarization,0,1
multi-purpose,1,0
mundane,0,1
murder,0,1
murderer,0,1
murderous,0,1
murderously,0,1
murky,0,1
muscle-flexing,0,1
mushy,0,1
musty,0,1
mysterious,0,1
mysteriously,0,1
mystery,0,1
mystify,0,1
myth,0,1
nag,0,1
nagging,0,1
naive,0,1
naïve,0,1
naively,0,1
narrower,0,1
nastily,0,1
nastiness,0,1
nasty,0,1
naughty,0,1
nauseate,0,1
nauseates,0,1
nauseating,0,1
nauseatingly,0,1
navigable,1,0
neat,1,0
neatest,1,0
neatly,1,0
nebulous,0,1
nebulously,0,1
needless,0,1
needlessly,0,1
needy,0,1
nefarious,0,1
nefariously,0,1
negate,0,1
negation,0,1
negative,0,1
negatives,0,1
negativity,0,1
neglect,0,1
neglected,0,1
negligence,0,1
negligent,0,1
nemesis,0,1
nepotism,0,1
nervous,0,1
nervously,0,1
nervousness,0,1
nettle,0,1
nettlesome,0,1
neurotic,0,1
neurotically,0,1
nice,1,0
nicely,1,0
nicer,1,0
nicest,1,0
nifty,1,0
niggle,0,1
niggles,0,1
nightmare,0,1
nightmarish,0,1
nightmarishly,0,1
nimble,1,0
nitpick,0,1
nitpicking,0,1
noble,1,0
nobly,1,0
noise,0,1
noiseless,1,0
noises,0,1
noisier,0,1
noisy,0,1
non-confidence,0,1
nonexistent,0,1
nonresponsive,0,1
nonsense,0,1
non-violence,1,0
non-violent,1,0
nosey,0,1
notably,1,0
noteworthy,1,0
notoriety,0,1
notorious,0,1
notoriously,0,1
nourish,1,0
nourishing,1,0
nourishment,1,0
novelty,1,0
noxious,0,1
nuisance,0,1
numb,0,1
nurturing,1,0
oasis,1,0
obese,0,1
object,0,1
objection,0,1
objectionable,0,1
objections,0,1
oblique,0,1
obliterate,0,1
obliterated,0,1
oblivious,0,1
obnoxious,0,1
obnoxiously,0,1
obscene,0,1
obscenely,0,1
obscenity,0,1
obscure,0,1
obscured,0,1
obscures,0,1
obscurity,0,1
obsess,0,1
obsession,1,0
obsessions,1,0
obsessive,0,1
obsessively,0,1
obsessiveness,0,1
obsolete,0,1
obstacle,0,1
obstinate,0,1
obstinately,0,1
obstruct,0,1
obstructed,0,1
obstructing,0,1
obstruction,0,1
obstructs,0,1
obtainable,1,0
obtrusive,0,1
obtuse,0,1
occlude,0,1
occluded,0,1
occludes,0,1
occluding,0,1
odd,0,1
odder,0,1
oddest,0,1
oddities,0,1
oddity,0,1
oddly,0,1
odor,0,1
offence,0,1
offend,0,1
offender,0,1
offending,0,1
offenses,0,1
offensive,0,1
offensively,0,1
offensiveness,0,1
officious,0,1
ominous,0,1
ominously,0,1
omission,0,1
omit,0,1
onerous,0,1
onerously,0,1
one-sided,0,1
onslaught,0,1
openly,1,0
openness,1,0
opinionated,0,1
opponent,0,1
opportunistic,0,1
oppose,0,1
opposition,0,1
oppositions,0,1
oppress,0,1
oppression,0,1
oppressive,0,1
oppressively,0,1
oppressiveness,0,1
oppressors,0,1
optimal,1,0
optimism,1,0
optimistic,1,0
opulent,1,0
ordeal,0,1
orderly,1,0
originality,1,0
orphan,0,1
ostracize,0,1
outbreak,0,1
outburst,0,1
outbursts,0,1
outcast,0,1
outcry,0,1
outdo,1,0
outdone,1,0
outlaw,0,1
outmoded,0,1
outperform,1,0
outperformed,1,0
outperforming,1,0
outperforms,1,0
outrage,0,1
outraged,0,1
outrageous,0,1
outrageously,0,1
outrageousness,0,1
outrages,0,1
outshine,1,0
outshone,1,0
outsider,0,1
outsmart,1,0
outstanding,1,0
outstandingly,1,0
outstrip,1,0
outwit,1,0
ovation,1,0
overact,0,1
overacted,0,1
over-acted,0,1
overawe,0,1
over-awe,0,1
overbalance,0,1
overbalanced,0,1
over-balanced,0,1
overbearing,0,1
overbearingly,0,1
overblown,0,1
overdo,0,1
overdone,0,1
overdue,0,1
overemphasize,0,1
overheat,0,1
over-hyped,0,1
overjoyed,1,0
overkill,0,1
overloaded,0,1
overlook,0,1
overpaid,0,1
overpayed,0,1
overplay,0,1
overpower,0,1
overpriced,0,1
over-priced,0,1
overrated,0,1
overreach,0,1
overrun,0,1
overshadow,0,1
oversight,0,1
oversights,0,1
oversimplification,0,1
oversimplified,0,1
oversimplify,0,1
oversize,0,1
overstate,0,1
overstated,0,1
overstatement,0,1
overstatements,0,1
overstates,0,1
overtake,1,0
overtaken,1,0
overtakes,1,0
overtaking,1,0
overtaxed,0,1
overthrow,0,1
overthrows,0,1
overtook,1,0
overture,1,0
overturn,0,1
over-valuation,0,1
overweight,0,1
overwhelm,0,1
overwhelmed,0,1
overwhelming,0,1
overwhelmingly,0,1
overwhelms,0,1
overzealous,0,1
overzealously,0,1
overzelous,0,1
pain,0,1
pain-free,1,0
painful,0,1
painfull,0,1
painfully,0,1
painless,1,0
painlessly,1,0
pains,0,1
palatial,1,0
pale,0,1
pales,0,1
paltry,0,1
pamper,1,0
pampered,1,0
pamperedly,1,0
pamperedness,1,0
pampers,1,0
pan,0,1
pandemonium,0,1
pander,0,1
pandering,0,1
panders,0,1
panic,0,1
panick,0,1
panicked,0,1
panicking,0,1
panicky,0,1
panoramic,1,0
paradise,1,0
paradoxical,0,1
paradoxically,0,1
paralize,0,1
paralyzed,0,1
paramount,1,0
paranoia,0,1
paranoid,0,1
parasite,0,1
pardon,1,0
pariah,0,1
parody,0,1
partiality,0,1
partisan,0,1
partisans,0,1
passe,0,1
passion,1,0
passionate,1,0
passionately,1,0
passive,0,1
passiveness,0,1
pathetic,0,1
pathetically,0,1
patience,1,0
patient,1,0
patiently,1,0
patriot,1,0
patriotic,1,0
patronize,0,1
paucity,0,1
pauper,0,1
paupers,0,1
payback,0,1
peace,1,0
peaceable,1,0
peaceful,1,0
peacefully,1,0
peacekeepers,1,0
peach,1,0
peculiar,0,1
peculiarly,0,1
pedantic,0,1
peeled,0,1
peerless,1,0
peeve,0,1
peeved,0,1
peevish,0,1
peevishly,0,1
penalize,0,1
penalty,0,1
pep,1,0
pepped,1,0
pepping,1,0
peppy,1,0
peps,1,0
perfect,1,0
perfection,1,0
perfectly,1,0
perfidious,0,1
perfidity,0,1
perfunctory,0,1
peril,0,1
perilous,0,1
perilously,0,1
perish,0,1
permissible,1,0
pernicious,0,1
perplex,0,1
perplexed,0,1
perplexing,0,1
perplexity,0,1
persecute,0,1
persecution,0,1
perseverance,1,0
persevere,1,0
personages,1,0
personalized,1,0
pertinacious,0,1
pertinaciously,0,1
pertinacity,0,1
perturb,0,1
perturbed,0,1
pervasive,0,1
perverse,0,1
perversely,0,1
perversion,0,1
perversity,0,1
pervert,0,1
perverted,0,1
perverts,0,1
pessimism,0,1
pessimistic,0,1
pessimistically,0,1
pest,0,1
pestilent,0,1
petrified,0,1
petrify,0,1
pettifog,0,1
petty,0,1
phenomenal,1,0
phenomenally,1,0
phobia,0,1
phobic,0,1
phony,0,1
picket,0,1
picketed,0,1
picketing,0,1
pickets,0,1
picky,0,1
picturesque,1,0
piety,1,0
pig,0,1
pigs,0,1
pillage,0,1
pillory,0,1
pimple,0,1
pinch,0,1
pinnacle,1,0
pique,0,1
pitiable,0,1
pitiful,0,1
pitifully,0,1
pitiless,0,1
pitilessly,0,1
pittance,0,1
pity,0,1
plagiarize,0,1
plague,0,1
plasticky,0,1
playful,1,0
playfully,1,0
plaything,0,1
plea,0,1
pleas,0,1
pleasant,1,0
pleasantly,1,0
pleased,1,0
pleases,1,0
pleasing,1,0
pleasingly,1,0
pleasurable,1,0
pleasurably,1,0
pleasure,1,0
plebeian,0,1
plentiful,1,0
plight,0,1
plot,0,1
plotters,0,1
ploy,0,1
plunder,0,1
plunderer,0,1
pluses,1,0
plush,1,0
plusses,1,0
poetic,1,0
poeticize,1,0
poignant,1,0
pointless,0,1
pointlessly,0,1
poise,1,0
poised,1,0
poison,0,1
poisonous,0,1
poisonously,0,1
pokey,0,1
poky,0,1
polarisation,0,1
polemize,0,1
polished,1,0
polite,1,0
politeness,1,0
pollute,0,1
polluter,0,1
polluters,0,1
polution,0,1
pompous,0,1
poor,0,1
poorer,0,1
poorest,0,1
poorly,0,1
popular,1,0
portable,1,0
posh,1,0
positive,1,0
positively,1,0
positives,1,0
posturing,0,1
pout,0,1
poverty,0,1
powerful,1,0
powerfully,1,0
powerless,0,1
praise,1,0
praiseworthy,1,0
praising,1,0
prate,0,1
pratfall,0,1
prattle,0,1
precarious,0,1
precariously,0,1
precious,1,0
precipitate,0,1
precipitous,0,1
precise,1,0
precisely,1,0
predatory,0,1
predicament,0,1
preeminent,1,0
pre-eminent,1,0
prefer,1,0
preferable,1,0
preferably,1,0
prefered,1,0
preferes,1,0
preferring,1,0
prefers,1,0
prejudge,0,1
prejudice,0,1
prejudices,0,1
prejudicial,0,1
premeditated,0,1
premier,1,0
preoccupy,0,1
preposterous,0,1
preposterously,0,1
prestige,1,0
prestigious,1,0
presumptuous,0,1
presumptuously,0,1
pretence,0,1
pretend,0,1
pretense,0,1
pretentious,0,1
pretentiously,0,1
prettily,1,0
pretty,1,0
prevaricate,0,1
priceless,1,0
pricey,0,1
pricier,0,1
prick,0,1
prickle,0,1
prickles,0,1
pride,1,0
prideful,0,1
prik,0,1
primitive,0,1
principled,1,0
prison,0,1
prisoner,0,1
privilege,1,0
privileged,1,0
prize,1,0
proactive,1,0
problem,0,1
problematic,0,1
problem-free,1,0
problems,0,1
problem-solver,1,0
procrastinate,0,1
procrastinates,0,1
procrastination,0,1
prodigious,1,0
prodigiously,1,0
prodigy,1,0
productive,1,0
productively,1,0
profane,0,1
profanity,0,1
proficient,1,0
proficiently,1,0
profound,1,0
profoundly,1,0
profuse,1,0
profusion,1,0
progress,1,0
progressive,1,0
prohibit,0,1
prohibitive,0,1
prohibitively,0,1
prolific,1,0
prominence,1,0
prominent,1,0
promise,1,0
promised,1,0
promises,1,0
promising,1,0
promoter,1,0
prompt,1,0
promptly,1,0
propaganda,0,1
propagandize,0,1
proper,1,0
properly,1,0
propitious,1,0
propitiously,1,0
proprietary,0,1
pros,1,0
prosecute,0,1
prosper,1,0
prosperity,1,0
prosperous,1,0
prospros,1,0
protect,1,0
protection,1,0
protective,1,0
protest,0,1
protested,0,1
protesting,0,1
protests,0,1
protracted,0,1
proud,1,0
proven,1,0
proves,1,0
providence,1,0
proving,1,0
provocation,0,1
provocative,0,1
provoke,0,1
prowess,1,0
prudence,1,0
prudent,1,0
prudently,1,0
pry,0,1
pugnacious,0,1
pugnaciously,0,1
pugnacity,0,1
punch,0,1
punctual,1,0
punish,0,1
punishable,0,1
punitive,0,1
punk,0,1
puny,0,1
puppet,0,1
puppets,0,1
pure,1,0
purify,1,0
purposeful,1,0
puzzled,0,1
puzzlement,0,1
puzzling,0,1
quack,0,1
quaint,1,0
qualified,1,0
qualify,1,0
qualm,0,1
qualms,0,1
quandary,0,1
quarrel,0,1
quarrellous,0,1
quarrellously,0,1
quarrels,0,1
quarrelsome,0,1
quash,0,1
queer,0,1
questionable,0,1
quibble,0,1
quibbles,0,1
quicker,1,0
quiet,1,0
quieter,1,0
quitter,0,1
rabid,0,1
racism,0,1
racist,0,1
racists,0,1
racy,0,1
radiance,1,0
radiant,1,0
radical,0,1
radicalization,0,1
radically,0,1
radicals,0,1
rage,0,1
ragged,0,1
raging,0,1
rail,0,1
raked,0,1
rampage,0,1
rampant,0,1
ramshackle,0,1
rancor,0,1
randomly,0,1
rankle,0,1
rant,0,1
ranted,0,1
ranting,0,1
rantingly,0,1
rants,0,1
rape,0,1
raped,0,1
rapid,1,0
raping,0,1
rapport,1,0
rapt,1,0
rapture,1,0
raptureous,1,0
raptureously,1,0
rapturous,1,0
rapturously,1,0
rascal,0,1
rascals,0,1
rash,0,1
rational,1,0
rattle,0,1
rattled,0,1
rattles,0,1
ravage,0,1
raving,0,1
razor-sharp,1,0
reachable,1,0
reactionary,0,1
readable,1,0
readily,1,0
ready,1,0
reaffirm,1,0
reaffirmation,1,0
realistic,1,0
realizable,1,0
reasonable,1,0
reasonably,1,0
reasoned,1,0
reassurance,1,0
reassure,1,0
rebellious,0,1
rebuff,0,1
rebuke,0,1
recalcitrant,0,1
recant,0,1
receptive,1,0
recession,0,1
recessionary,0,1
reckless,0,1
recklessly,0,1
recklessness,0,1
reclaim,1,0
recoil,0,1
recomend,1,0
recommend,1,0
recommendation,1,0
recommendations,1,0
recommended,1,0
reconcile,1,0
reconciliation,1,0
record-setting,1,0
recourses,0,1
recover,1,0
recovery,1,0
rectification,1,0
rectify,1,0
rectifying,1,0
redeem,1,0
redeeming,1,0
redemption,1,0
redundancy,0,1
redundant,0,1
refine,1,0
refined,1,0
refinement,1,0
reform,1,0
reformed,1,0
reforming,1,0
reforms,1,0
refresh,1,0
refreshed,1,0
refreshing,1,0
refund,1,0
refunded,1,0
refusal,0,1
refuse,0,1
refused,0,1
refuses,0,1
refusing,0,1
refutation,0,1
refute,0,1
refuted,0,1
refutes,0,1
refuting,0,1
regal,1,0
regally,1,0
regard,1,0
regress,0,1
regression,0,1
regressive,0,1
regret,0,1
regreted,0,1
regretful,0,1
regretfully,0,1
regrets,0,1
regrettable,0,1
regrettably,0,1
regretted,0,1
reject,0,1
rejected,0,1
rejecting,0,1
rejection,0,1
rejects,0,1
rejoice,1,0
rejoicing,1,0
rejoicingly,1,0
rejuvenate,1,0
rejuvenated,1,0
rejuvenating,1,0
relapse,0,1
relaxed,1,0
relent,1,0
relentless,0,1
relentlessly,0,1
relentlessness,0,1
reliable,1,0
reliably,1,0
relief,1,0
relish,1,0
reluctance,0,1
reluctant,0,1
reluctantly,0,1
remarkable,1,0
remarkably,1,0
remedy,1,0
